id,Suburb,Street,Start House Number,End House Number,General Waste Day,Recycle / Green Waste Day
3670,CHAPEL HILL,PRAEGER ST,3,27,Every MONDAY,Every Alternative MONDAY
3671,CHAPEL HILL,QUENTIN ST,7,54,Every MONDAY,Every Alternative MONDAY
3672,CHAPEL HILL,REBECCA ST,3,16,Every MONDAY,Every Alternative MONDAY
3673,CHAPEL HILL,RIATTA ST,2,22,Every MONDAY,Every Alternative MONDAY
3674,CHAPEL HILL,RINGWAY PL,1,29,Every MONDAY,Every Alternative MONDAY
3675,CHAPEL HILL,ROBYN ST,4,24,Every MONDAY,Every Alternative MONDAY
3676,CHAPEL HILL,RUPICOLA PL,2,26,Every MONDAY,Every Alternative MONDAY
3677,CHAPEL HILL,RUSSELL TCE,166,298,Every MONDAY,Every Alternative MONDAY
3678,CHAPEL HILL,SANDS PL,1,21,Every MONDAY,Every Alternative MONDAY
3679,CHAPEL HILL,SATIN WOOD PL,3,35,Every MONDAY,Every Alternative MONDAY
3680,CHAPEL HILL,SHERBORNE PL,4,35,Every MONDAY,Every Alternative MONDAY
3681,CHAPEL HILL,SLEAFORD ST,3,29,Every MONDAY,Every Alternative MONDAY
3682,CHAPEL HILL,STAATEN ST,3,23,Every MONDAY,Every Alternative MONDAY
3683,CHAPEL HILL,STAR PL,3,7,Every MONDAY,Every Alternative MONDAY
3684,CHAPEL HILL,STEPTOE ST,3,51,Every MONDAY,Every Alternative MONDAY
3685,CHAPEL HILL,STONEHENGE ST,1,17,Every MONDAY,Every Alternative MONDAY
3686,CHAPEL HILL,STRALOCK ST,1,26,Every MONDAY,Every Alternative MONDAY
3687,CHAPEL HILL,STRUAN ST,1,45,Every MONDAY,Every Alternative MONDAY
3688,CHAPEL HILL,SUN PL,1,9,Every MONDAY,Every Alternative MONDAY
3689,CHAPEL HILL,SUTLING ST,4,103,Every MONDAY,Every Alternative MONDAY
3690,CHAPEL HILL,TALASEA ST,1,11,Every MONDAY,Every Alternative MONDAY
3691,CHAPEL HILL,TALLOWWOOD CL,1,10,Every MONDAY,Every Alternative MONDAY
3692,CHAPEL HILL,TAMARIX ST,3,33,Every MONDAY,Every Alternative MONDAY
3693,CHAPEL HILL,TANGMERE ST,1,57,Every MONDAY,Every Alternative MONDAY
3694,CHAPEL HILL,TARALYE PL,2,18,Every MONDAY,Every Alternative MONDAY
3695,CHAPEL HILL,TAREE ST,2,29,Every MONDAY,Every Alternative MONDAY
3696,CHAPEL HILL,TEMPEST ST,3,19,Every MONDAY,Every Alternative MONDAY
3697,CHAPEL HILL,TILLBROOK ST,3,56,Every MONDAY,Every Alternative MONDAY
3698,CHAPEL HILL,TINBEERWAH PL,2,10,Every MONDAY,Every Alternative MONDAY
3699,CHAPEL HILL,TODDINGTON ST,3,17,Every MONDAY,Every Alternative MONDAY
3700,CHAPEL HILL,TORRIDON CL,7,19,Every MONDAY,Every Alternative MONDAY
3701,CHAPEL HILL,TREETOP CL,3,19,Every MONDAY,Every Alternative MONDAY
3702,CHAPEL HILL,TRISTANIA RD,11,125,Every MONDAY,Every Alternative MONDAY
3703,CHAPEL HILL,TUCKER ST,1,57,Every MONDAY,Every Alternative MONDAY
3704,CHAPEL HILL,VANIMO ST,1,12,Every MONDAY,Every Alternative MONDAY
3705,CHAPEL HILL,WANDELLA ST,1,16,Every MONDAY,Every Alternative MONDAY
3706,CHAPEL HILL,WARRAWONG ST,6,20,Every MONDAY,Every Alternative MONDAY
3707,CHAPEL HILL,WELCOME ST,1,17,Every MONDAY,Every Alternative MONDAY
3708,CHAPEL HILL,WHITIAN ST,2,9,Every MONDAY,Every Alternative MONDAY
3709,CHAPEL HILL,WIDGEE PL,1,5,Every MONDAY,Every Alternative MONDAY
3710,CHAPEL HILL,WINKING ST,3,20,Every MONDAY,Every Alternative MONDAY
3711,CHAPEL HILL,WIRRA ST,3,22,Every MONDAY,Every Alternative MONDAY
3712,CHAPEL HILL,WUGGA PL,3,7,Every MONDAY,Every Alternative MONDAY
3713,CHAPEL HILL,YANUM PL,3,10,Every MONDAY,Every Alternative MONDAY
3714,CHAPEL HILL,YEOMAN ST,1,17,Every MONDAY,Every Alternative MONDAY
3715,CHELMER,APPEL ST,9,53,Every TUESDAY,Every Alternative TUESDAY
3716,CHELMER,BRIDGE ST,7,26,Every TUESDAY,Every Alternative TUESDAY
3717,CHELMER,CAMPSEY ST,17,21,Every TUESDAY,Every Alternative TUESDAY
3718,CHELMER,CHELMER ST,6,160,Every TUESDAY,Every Alternative TUESDAY
3719,CHELMER,CRAWFORD RD,6,55,Every TUESDAY,Every Alternative TUESDAY
3720,CHELMER,GLENWOOD ST,13,77,Every TUESDAY,Every Alternative TUESDAY
3721,CHELMER,HALSBURY ST,6,26,Every TUESDAY,Every Alternative TUESDAY
3722,CHELMER,HANLAN ST,8,35,Every TUESDAY,Every Alternative TUESDAY
3723,CHELMER,HARGREAVES AVE,37,182,Every TUESDAY,Every Alternative TUESDAY
3724,CHELMER,HARTE ST,9,129,Every TUESDAY,Every Alternative TUESDAY
3725,CHELMER,HONOUR AVE,9,239,Every TUESDAY,Every Alternative TUESDAY
3726,CHELMER,HURLTON ST,7,11,Every TUESDAY,Every Alternative TUESDAY
3727,CHELMER,JARROTT ST,7,88,Every TUESDAY,Every Alternative TUESDAY
3728,CHELMER,LAMA ST,9,38,Every TUESDAY,Every Alternative TUESDAY
3729,CHELMER,LAUREL AVE,6,201,Every TUESDAY,Every Alternative TUESDAY
3730,CHELMER,LEYBOURNE ST,1,196,Every TUESDAY,Every Alternative TUESDAY
3731,CHELMER,LITTLE LAMA ST,64,64,Every TUESDAY,Every Alternative TUESDAY
3732,CHELMER,LONGMAN TCE,5,109,Every TUESDAY,Every Alternative TUESDAY
3733,CHELMER,LUXFORD ST,3,10,Every TUESDAY,Every Alternative TUESDAY
3734,CHELMER,MORLEY ST,3,37,Every TUESDAY,Every Alternative TUESDAY
3735,CHELMER,MORTLAKE RD,76,76,Every TUESDAY,Every Alternative TUESDAY
3736,CHELMER,OXLEY RD,2,126,Every TUESDAY,Every Alternative TUESDAY
3737,CHELMER,PARKER ST,7,11,Every TUESDAY,Every Alternative TUESDAY
3738,CHELMER,PLUMRIDGE ST,11,49,Every TUESDAY,Every Alternative TUESDAY
3739,CHELMER,PLYMEL ST,2,8,Every TUESDAY,Every Alternative TUESDAY
3740,CHELMER,QUEENSCROFT ST,2,171,Every TUESDAY,Every Alternative TUESDAY
3741,CHELMER,REGATTA ST,17,36,Every TUESDAY,Every Alternative TUESDAY
3742,CHELMER,RICHARDSON ST,8,53,Every TUESDAY,Every Alternative TUESDAY
3743,CHELMER,RICHMOND ST,8,79,Every TUESDAY,Every Alternative TUESDAY
3744,CHELMER,ROSEBERY TCE,2,100,Every TUESDAY,Every Alternative TUESDAY
3745,CHELMER,SCOUT LANE,9,9,Every TUESDAY,Every Alternative TUESDAY
3746,CHELMER,SUTTON ST,3,63,Every TUESDAY,Every Alternative TUESDAY
3747,CHELMER,TURNER ST,2,9,Every TUESDAY,Every Alternative TUESDAY
3748,CHELMER,TWICKENHAM ST,3,72,Every TUESDAY,Every Alternative TUESDAY
3749,CHELMER,VERNEY RD,8,22,Every TUESDAY,Every Alternative TUESDAY
3750,CHELMER,VICTORIA AVE,2,180,Every TUESDAY,Every Alternative TUESDAY
3751,CHELMER,WHARF ST,1,94,Every TUESDAY,Every Alternative TUESDAY
3752,CHERMSIDE,ABARTH ST,5,11,Every THURSDAY,Every Alternative THURSDAY
3753,CHERMSIDE,ALLEENA ST,1,27,Every THURSDAY,Every Alternative THURSDAY
3754,CHERMSIDE,BALLANTINE ST,2,77,Every THURSDAY,Every Alternative THURSDAY
3755,CHERMSIDE,BANFIELD ST,5,18,Every THURSDAY,Every Alternative THURSDAY
3756,CHERMSIDE,BENEKE ST,1,32,Every THURSDAY,Every Alternative THURSDAY
3757,CHERMSIDE,BEOR ST,1,92,Every THURSDAY,Every Alternative THURSDAY
3758,CHERMSIDE,BINKAR ST,2,27,Every THURSDAY,Every Alternative THURSDAY
3759,CHERMSIDE,BOUCHARD ST,8,34,Every THURSDAY,Every Alternative THURSDAY
3760,CHERMSIDE,BRENTWICK ST,1,26,Every THURSDAY,Every Alternative THURSDAY
3761,CHERMSIDE,BRUCE ST,1,23,Every THURSDAY,Every Alternative THURSDAY
3762,CHERMSIDE,BUNA ST,2,54,Every THURSDAY,Every Alternative THURSDAY
3763,CHERMSIDE,BUNDAL ST,1,10,Every THURSDAY,Every Alternative THURSDAY
3764,CHERMSIDE,BURUDA ST,1,42,Every THURSDAY,Every Alternative THURSDAY
3765,CHERMSIDE,BYRNES LANE,6,8,Every THURSDAY,Every Alternative THURSDAY
3766,CHERMSIDE,CHARLOTTE ST,4,44,Every THURSDAY,Every Alternative THURSDAY
3767,CHERMSIDE,CORRIE ST,3,109,Every THURSDAY,Every Alternative THURSDAY
3768,CHERMSIDE,COWAN ST,9,23,Every THURSDAY,Every Alternative THURSDAY
3769,CHERMSIDE,CURWEN TCE,3,83,Every THURSDAY,Every Alternative THURSDAY
3770,CHERMSIDE,DAVENPORT ST,9,67,Every THURSDAY,Every Alternative THURSDAY
3771,CHERMSIDE,DUMAURIER ST,1,18,Every THURSDAY,Every Alternative THURSDAY
3772,CHERMSIDE,EASTLEIGH ST,1,23,Every THURSDAY,Every Alternative THURSDAY
3773,CHERMSIDE,ETHEL ST,3,93,Every THURSDAY,Every Alternative THURSDAY
3774,CHERMSIDE,FARNELL ST,2,95,Every THURSDAY,Every Alternative THURSDAY
3775,CHERMSIDE,FEE ST,4,43,Every THURSDAY,Every Alternative THURSDAY
3776,CHERMSIDE,FISCHLE ST,3,11,Every THURSDAY,Every Alternative THURSDAY
3777,CHERMSIDE,GALENA ST,4,6,Every THURSDAY,Every Alternative THURSDAY
3778,CHERMSIDE,GREENBANK ST,2,21,Every THURSDAY,Every Alternative THURSDAY
3779,CHERMSIDE,GYMPIE RD,590,1080,Every THURSDAY,Every Alternative THURSDAY
3780,CHERMSIDE,HALL ST,10,40,Every THURSDAY,Every Alternative THURSDAY
3781,CHERMSIDE,HAMILTON RD,226,583,Every THURSDAY,Every Alternative THURSDAY
3782,CHERMSIDE,HENRY ST,2,52,Every THURSDAY,Every Alternative THURSDAY
3783,CHERMSIDE,HILLTOP AVE,3,70,Every THURSDAY,Every Alternative THURSDAY
3784,CHERMSIDE,HODGKINSON ST,5,79,Every THURSDAY,Every Alternative THURSDAY
3785,CHERMSIDE,IMBER ST,5,5,Every THURSDAY,Every Alternative THURSDAY
3786,CHERMSIDE,KARO CL,3,10,Every THURSDAY,Every Alternative THURSDAY
3787,CHERMSIDE,KELSO ST,4,28,Every THURSDAY,Every Alternative THURSDAY
3788,CHERMSIDE,KIDSTON TCE,5,57,Every THURSDAY,Every Alternative THURSDAY
3789,CHERMSIDE,KILBURN ST,5,39,Every THURSDAY,Every Alternative THURSDAY
3790,CHERMSIDE,KINGSMILL ST,1,67,Every THURSDAY,Every Alternative THURSDAY
3791,CHERMSIDE,KINKA ST,1,8,Every THURSDAY,Every Alternative THURSDAY
3792,CHERMSIDE,KITTYHAWK DR,75,83,Every THURSDAY,Every Alternative THURSDAY
3793,CHERMSIDE,KURAN ST,8,89,Every THURSDAY,Every Alternative THURSDAY
3794,CHERMSIDE,LATHAM ST,9,67,Every THURSDAY,Every Alternative THURSDAY
3795,CHERMSIDE,LAWLER ST,3,7,Every THURSDAY,Every Alternative THURSDAY
3796,CHERMSIDE,MEEMAR ST,2,119,Every THURSDAY,Every Alternative THURSDAY
3797,CHERMSIDE,MERMAID ST,7,31,Every THURSDAY,Every Alternative THURSDAY
3798,CHERMSIDE,MILLER ST,5,143,Every THURSDAY,Every Alternative THURSDAY
3799,CHERMSIDE,MINORE ST,1,61,Every THURSDAY,Every Alternative THURSDAY
3800,CHERMSIDE,MONSERRAT ST,2,25,Every THURSDAY,Every Alternative THURSDAY
3801,CHERMSIDE,MYLNE ST,1,104,Every THURSDAY,Every Alternative THURSDAY
3802,CHERMSIDE,MYRON ST,1,36,Every THURSDAY,Every Alternative THURSDAY
3803,CHERMSIDE,NIELSON ST,6,75,Every THURSDAY,Every Alternative THURSDAY
3804,CHERMSIDE,NORLA ST,1,31,Every THURSDAY,Every Alternative THURSDAY
3805,CHERMSIDE,NORMAN DR,10,78,Every THURSDAY,Every Alternative THURSDAY
3806,CHERMSIDE,NYSTROM ST,4,30,Every THURSDAY,Every Alternative THURSDAY
3807,CHERMSIDE,PARKHILL ST,1,20,Every THURSDAY,Every Alternative THURSDAY
3808,CHERMSIDE,PECHEY ST,2,91,Every THURSDAY,Every Alternative THURSDAY
3809,CHERMSIDE,PILBA ST,7,66,Every THURSDAY,Every Alternative THURSDAY
3810,CHERMSIDE,PLAYFIELD ST,4,54,Every THURSDAY,Every Alternative THURSDAY
3811,CHERMSIDE,RAINEY ST,2,32,Every THURSDAY,Every Alternative THURSDAY
3812,CHERMSIDE,RAMEO ST,7,7,Every THURSDAY,Every Alternative THURSDAY
3813,CHERMSIDE,REINHOLD CRES,2,73,Every THURSDAY,Every Alternative THURSDAY
3814,CHERMSIDE,RODE RD,358,628,Every THURSDAY,Every Alternative THURSDAY
3815,CHERMSIDE,RONMACK ST,2,23,Every THURSDAY,Every Alternative THURSDAY
3816,CHERMSIDE,SAMMELLS DR,12,41,Every THURSDAY,Every Alternative THURSDAY
3817,CHERMSIDE,SPARKES ST,16,70,Every THURSDAY,Every Alternative THURSDAY
3818,CHERMSIDE,THE BOULEVARD,25,25,Every THURSDAY,Every Alternative THURSDAY
3819,CHERMSIDE,THOMAS ST,8,41,Every THURSDAY,Every Alternative THURSDAY
3820,CHERMSIDE,UNMACK ST,26,56,Every THURSDAY,Every Alternative THURSDAY
3821,CHERMSIDE,VALENTE CL,9,20,Every THURSDAY,Every Alternative THURSDAY
3822,CHERMSIDE,VIEW ST,4,38,Every THURSDAY,Every Alternative THURSDAY
3823,CHERMSIDE,WALLACE ST,8,113,Every THURSDAY,Every Alternative THURSDAY
3824,CHERMSIDE,WEBSTER RD,609,725,Every THURSDAY,Every Alternative THURSDAY
3825,CHERMSIDE,WEEROONA ST,8,21,Every THURSDAY,Every Alternative THURSDAY
3826,CHERMSIDE,WESTERN AVE,2,28,Every THURSDAY,Every Alternative THURSDAY
3827,CHERMSIDE,YARALLA ST,5,26,Every THURSDAY,Every Alternative THURSDAY
3828,CHERMSIDE,ZENITH AVE,2,35,Every THURSDAY,Every Alternative THURSDAY
3829,CHERMSIDE WEST,AINSDALE ST,1,50,Every MONDAY,Every Alternative MONDAY
3830,CHERMSIDE WEST,ALLAMANDA PL,2,36,Every MONDAY,Every Alternative MONDAY
3831,CHERMSIDE WEST,ASHLEY RD,1,57,Every MONDAY,Every Alternative MONDAY
3832,CHERMSIDE WEST,ASHWORTH ST,1,17,Every TUESDAY,Every Alternative TUESDAY
3833,CHERMSIDE WEST,BACHMANN ST,1,15,Every TUESDAY,Every Alternative TUESDAY
3834,CHERMSIDE WEST,BACKFORD ST,2,44,Every MONDAY,Every Alternative MONDAY
3835,CHERMSIDE WEST,BALLINGER ST,1,16,Every TUESDAY,Every Alternative TUESDAY
3836,CHERMSIDE WEST,BAMBER ST,1,20,Every TUESDAY,Every Alternative TUESDAY
3837,CHERMSIDE WEST,BASNETT ST,69,122,Every MONDAY,Every Alternative MONDAY
3838,CHERMSIDE WEST,BASNETT ST,3,72,Every TUESDAY,Every Alternative TUESDAY
3839,CHERMSIDE WEST,BEN ST,4,49,Every TUESDAY,Every Alternative TUESDAY
3840,CHERMSIDE WEST,BIGI ST,1,22,Every TUESDAY,Every Alternative TUESDAY
3841,CHERMSIDE WEST,BILLING ST,3,16,Every TUESDAY,Every Alternative TUESDAY
3842,CHERMSIDE WEST,BIRRA ST,2,56,Every TUESDAY,Every Alternative TUESDAY
3843,CHERMSIDE WEST,BLENHEIM ST,7,60,Every TUESDAY,Every Alternative TUESDAY
3844,CHERMSIDE WEST,BRAMCOTE ST,11,62,Every TUESDAY,Every Alternative TUESDAY
3845,CHERMSIDE WEST,BRELOX ST,1,45,Every TUESDAY,Every Alternative TUESDAY
3846,CHERMSIDE WEST,BURAN ST,26,43,Every TUESDAY,Every Alternative TUESDAY
3847,CHERMSIDE WEST,BUTTERFIELD PL,3,54,Every MONDAY,Every Alternative MONDAY
3848,CHERMSIDE WEST,CASTLEHAVEN CL,2,16,Every MONDAY,Every Alternative MONDAY
3849,CHERMSIDE WEST,CHERSTON ST,1,33,Every TUESDAY,Every Alternative TUESDAY
3850,CHERMSIDE WEST,CHEVROTAIN PL,2,25,Every MONDAY,Every Alternative MONDAY
3851,CHERMSIDE WEST,CHINGFORD ST,1,60,Every TUESDAY,Every Alternative TUESDAY
3852,CHERMSIDE WEST,CHITAL PL,3,24,Every MONDAY,Every Alternative MONDAY
3853,CHERMSIDE WEST,COVEY ST,3,23,Every TUESDAY,Every Alternative TUESDAY
3854,CHERMSIDE WEST,CRAIGSLEA ST,2,48,Every TUESDAY,Every Alternative TUESDAY
3855,CHERMSIDE WEST,CRANBOURNE ST,2,43,Every TUESDAY,Every Alternative TUESDAY
3856,CHERMSIDE WEST,CULWORTH ST,1,12,Every MONDAY,Every Alternative MONDAY
3857,CHERMSIDE WEST,DALKEITH ST,2,17,Every MONDAY,Every Alternative MONDAY
3858,CHERMSIDE WEST,DECKER ST,5,24,Every TUESDAY,Every Alternative TUESDAY
3859,CHERMSIDE WEST,DELAN ST,1,14,Every MONDAY,Every Alternative MONDAY
3860,CHERMSIDE WEST,DENBY ST,1,5,Every TUESDAY,Every Alternative TUESDAY
3861,CHERMSIDE WEST,DIBBIL ST,2,21,Every TUESDAY,Every Alternative TUESDAY
3862,CHERMSIDE WEST,DUNDALLI ST,3,74,Every TUESDAY,Every Alternative TUESDAY
3863,CHERMSIDE WEST,EASTBOURNE ST,1,35,Every MONDAY,Every Alternative MONDAY
3864,CHERMSIDE WEST,ENNERDALE ST,3,16,Every MONDAY,Every Alternative MONDAY
3865,CHERMSIDE WEST,FAIRLANE ST,1,29,Every TUESDAY,Every Alternative TUESDAY
3866,CHERMSIDE WEST,FALLOW ST,1,15,Every MONDAY,Every Alternative MONDAY
3867,CHERMSIDE WEST,FEDERATION ST,1,19,Every MONDAY,Every Alternative MONDAY
3868,CHERMSIDE WEST,FELSMAN ST,1,40,Every TUESDAY,Every Alternative TUESDAY
3869,CHERMSIDE WEST,FLORENTINE ST,1,21,Every THURSDAY,Every Alternative THURSDAY
3870,CHERMSIDE WEST,FREELAND LANE,5,5,Every TUESDAY,Every Alternative TUESDAY
3871,CHERMSIDE WEST,GIBUM ST,9,50,Every TUESDAY,Every Alternative TUESDAY
3872,CHERMSIDE WEST,GILMOUR ST,4,42,Every TUESDAY,Every Alternative TUESDAY
3873,CHERMSIDE WEST,GIRRAMAN ST,2,23,Every TUESDAY,Every Alternative TUESDAY
3874,CHERMSIDE WEST,GLENROWEN ST,8,36,Every MONDAY,Every Alternative MONDAY
3875,CHERMSIDE WEST,GRAYMOND ST,3,41,Every TUESDAY,Every Alternative TUESDAY
3876,CHERMSIDE WEST,GRESFORD ST,1,21,Every TUESDAY,Every Alternative TUESDAY
3877,CHERMSIDE WEST,HAMILTON RD,700,853,Every MONDAY,Every Alternative MONDAY
3878,CHERMSIDE WEST,HAMILTON RD,570,713,Every TUESDAY,Every Alternative TUESDAY
3879,CHERMSIDE WEST,HANBURY ST,3,21,Every TUESDAY,Every Alternative TUESDAY
3880,CHERMSIDE WEST,HARRISON CT,2,12,Every MONDAY,Every Alternative MONDAY
3881,CHERMSIDE WEST,HILLSIDE CRCT,1,39,Every MONDAY,Every Alternative MONDAY
3882,CHERMSIDE WEST,HUXTABLE ST,1,25,Every MONDAY,Every Alternative MONDAY
3883,CHERMSIDE WEST,JAGUAR ST,1,39,Every TUESDAY,Every Alternative TUESDAY
3884,CHERMSIDE WEST,KAIYAR ST,4,20,Every TUESDAY,Every Alternative TUESDAY
3885,CHERMSIDE WEST,KANOFSKI ST,3,39,Every TUESDAY,Every Alternative TUESDAY
3886,CHERMSIDE WEST,KENNA ST,2,73,Every MONDAY,Every Alternative MONDAY
3887,CHERMSIDE WEST,KILLARNEY PL,15,43,Every MONDAY,Every Alternative MONDAY
3888,CHERMSIDE WEST,KINNERTON ST,1,45,Every MONDAY,Every Alternative MONDAY
3889,CHERMSIDE WEST,KITTABILLA ST,1,15,Every TUESDAY,Every Alternative TUESDAY
3890,CHERMSIDE WEST,KNUTSFORD ST,5,41,Every TUESDAY,Every Alternative TUESDAY
3891,CHERMSIDE WEST,KOONYA ST,1,10,Every MONDAY,Every Alternative MONDAY
3892,CHERMSIDE WEST,KURAGO ST,2,51,Every TUESDAY,Every Alternative TUESDAY
3893,CHERMSIDE WEST,LAWRENCE RD,5,46,Every MONDAY,Every Alternative MONDAY
3894,CHERMSIDE WEST,LENZ ST,3,6,Every TUESDAY,Every Alternative TUESDAY
3895,CHERMSIDE WEST,LETIZIA CL,2,11,Every THURSDAY,Every Alternative THURSDAY
3896,CHERMSIDE WEST,LINDALE ST,5,26,Every TUESDAY,Every Alternative TUESDAY
3897,CHERMSIDE WEST,LUPTON ST,4,25,Every TUESDAY,Every Alternative TUESDAY
3898,CHERMSIDE WEST,MARBAN ST,2,60,Every TUESDAY,Every Alternative TUESDAY
3899,CHERMSIDE WEST,MARFORD ST,3,31,Every MONDAY,Every Alternative MONDAY
3900,CHERMSIDE WEST,MARKWAY ST,1,11,Every MONDAY,Every Alternative MONDAY
3901,CHERMSIDE WEST,MARTINDALE ST,5,21,Every MONDAY,Every Alternative MONDAY
3902,CHERMSIDE WEST,MAUNDRELL TCE,14,204,Every MONDAY,Every Alternative MONDAY
3903,CHERMSIDE WEST,MAUNDRELL TCE,5,159,Every TUESDAY,Every Alternative TUESDAY
3904,CHERMSIDE WEST,MAYLED ST,1,38,Every TUESDAY,Every Alternative TUESDAY
3905,CHERMSIDE WEST,MEWS ST,1,22,Every TUESDAY,Every Alternative TUESDAY
3906,CHERMSIDE WEST,MILBURN ST,7,61,Every TUESDAY,Every Alternative TUESDAY
3907,CHERMSIDE WEST,MIRRAGIN ST,2,26,Every TUESDAY,Every Alternative TUESDAY
3908,CHERMSIDE WEST,MUGARA ST,3,19,Every TUESDAY,Every Alternative TUESDAY
3909,CHERMSIDE WEST,MURR PL,1,8,Every TUESDAY,Every Alternative TUESDAY
3910,CHERMSIDE WEST,NARTHANYA ST,5,53,Every MONDAY,Every Alternative MONDAY
3911,CHERMSIDE WEST,NOSWORTHY CL,1,7,Every MONDAY,Every Alternative MONDAY
3912,CHERMSIDE WEST,PACIFIC ST,5,40,Every TUESDAY,Every Alternative TUESDAY
3913,CHERMSIDE WEST,PACKER ST,1,9,Every TUESDAY,Every Alternative TUESDAY
3914,CHERMSIDE WEST,PULLFORD ST,5,58,Every TUESDAY,Every Alternative TUESDAY
3915,CHERMSIDE WEST,RED DEER CT,1,7,Every MONDAY,Every Alternative MONDAY
3916,CHERMSIDE WEST,REDBOURNE ST,2,97,Every TUESDAY,Every Alternative TUESDAY
3917,CHERMSIDE WEST,RISDON ST,1,1,Every TUESDAY,Every Alternative TUESDAY
3918,CHERMSIDE WEST,ROCKLILY CT,3,16,Every MONDAY,Every Alternative MONDAY
3919,CHERMSIDE WEST,RODE RD,745,856,Every MONDAY,Every Alternative MONDAY
3920,CHERMSIDE WEST,RODE RD,642,776,Every THURSDAY,Every Alternative THURSDAY
3921,CHERMSIDE WEST,RODE RD,633,725,Every TUESDAY,Every Alternative TUESDAY
3922,CHERMSIDE WEST,ROSSETT ST,5,41,Every TUESDAY,Every Alternative TUESDAY
3923,CHERMSIDE WEST,RUSA CT,1,8,Every MONDAY,Every Alternative MONDAY
3924,CHERMSIDE WEST,SAFARI ST,1,29,Every TUESDAY,Every Alternative TUESDAY
3925,CHERMSIDE WEST,SAMBAR CL,1,4,Every MONDAY,Every Alternative MONDAY
3926,CHERMSIDE WEST,SHELGATE ST,4,69,Every MONDAY,Every Alternative MONDAY
3927,CHERMSIDE WEST,SHORDLEY ST,3,34,Every MONDAY,Every Alternative MONDAY
3928,CHERMSIDE WEST,SIKA CT,1,25,Every MONDAY,Every Alternative MONDAY
3929,CHERMSIDE WEST,SOMMERVILLE PL,2,14,Every MONDAY,Every Alternative MONDAY
3930,CHERMSIDE WEST,SPENLOW ST,5,15,Every TUESDAY,Every Alternative TUESDAY
3931,CHERMSIDE WEST,STRINGYBARK DR,60,110,Every MONDAY,Every Alternative MONDAY
3932,CHERMSIDE WEST,SYMA ST,1,49,Every MONDAY,Every Alternative MONDAY
3933,CHERMSIDE WEST,TAGGAN ST,8,14,Every TUESDAY,Every Alternative TUESDAY
3934,CHERMSIDE WEST,TOOMEY ST,3,46,Every TUESDAY,Every Alternative TUESDAY
3935,CHERMSIDE WEST,TRAFFORD ST,2,35,Every MONDAY,Every Alternative MONDAY
3936,CHERMSIDE WEST,TRAVES ST,1,11,Every TUESDAY,Every Alternative TUESDAY
3937,CHERMSIDE WEST,TROUTS RD,421,445,Every MONDAY,Every Alternative MONDAY
3938,CHERMSIDE WEST,TULLYLEASE PL,3,40,Every MONDAY,Every Alternative MONDAY
3939,CHERMSIDE WEST,TYALLA ST,2,20,Every MONDAY,Every Alternative MONDAY
3940,CHERMSIDE WEST,TYRONE ST,2,20,Every MONDAY,Every Alternative MONDAY
3941,CHERMSIDE WEST,VALIANT ST,3,29,Every TUESDAY,Every Alternative TUESDAY
3942,CHERMSIDE WEST,VINEY ST,1,46,Every MONDAY,Every Alternative MONDAY
3943,CHERMSIDE WEST,WAITARA ST,1,32,Every MONDAY,Every Alternative MONDAY
3944,CHERMSIDE WEST,WEBSTER RD,450,688,Every TUESDAY,Every Alternative TUESDAY
3945,CHERMSIDE WEST,WHITES RD,2,55,Every MONDAY,Every Alternative MONDAY
3946,CHERMSIDE WEST,WHITTAKER ST,1,29,Every TUESDAY,Every Alternative TUESDAY
3947,CHERMSIDE WEST,WITTACOMBE ST,1,12,Every TUESDAY,Every Alternative TUESDAY
3948,CHUWAR,ALLAWAH RD,135,491,Every MONDAY,Every Alternative MONDAY
3949,CHUWAR,BLACKWALL RD,441,441,Every MONDAY,Every Alternative MONDAY
3950,CHUWAR,WILLEEN CT,11,41,Every MONDAY,Every Alternative MONDAY
3951,CLAYFIELD,ADELAIDE ST,12,199,Every WEDNESDAY,Every Alternative WEDNESDAY
3952,CLAYFIELD,ALEXANDRA RD,92,198,Every WEDNESDAY,Every Alternative WEDNESDAY
3953,CLAYFIELD,ALMA RD,7,86,Every WEDNESDAY,Every Alternative WEDNESDAY
3954,CLAYFIELD,ANGLE ST,13,13,Every WEDNESDAY,Every Alternative WEDNESDAY
3955,CLAYFIELD,APEX ST,7,19,Every WEDNESDAY,Every Alternative WEDNESDAY
3956,CLAYFIELD,ARMAGH ST,3,57,Every WEDNESDAY,Every Alternative WEDNESDAY
3957,CLAYFIELD,BARLOW ST,1,104,Every WEDNESDAY,Every Alternative WEDNESDAY
3958,CLAYFIELD,BARTLEY ST,10,32,Every WEDNESDAY,Every Alternative WEDNESDAY
3959,CLAYFIELD,BATMAN ST,2,34,Every WEDNESDAY,Every Alternative WEDNESDAY
3960,CLAYFIELD,BAYVIEW TCE,1,106,Every WEDNESDAY,Every Alternative WEDNESDAY
3961,CLAYFIELD,BEAUFORT LANE,5,18,Every WEDNESDAY,Every Alternative WEDNESDAY
3962,CLAYFIELD,BELLEVUE TCE,7,100,Every WEDNESDAY,Every Alternative WEDNESDAY
3963,CLAYFIELD,BONNEY AVE,4,229,Every WEDNESDAY,Every Alternative WEDNESDAY
3964,CLAYFIELD,BOSTON ST,5,32,Every WEDNESDAY,Every Alternative WEDNESDAY
